subject	session	task	run	n_samples	missing_samples	missing_pct	interpolated_samples	interpolated_pct	missing_reason	loss_rate	loss_event_count	loss_gap_len_mean	loss_gap_len_median	loss_gap_len_std	loss_gap_len_cv	loss_gap_len_p90	loss_gap_len_max	contig_run_len_mean	contig_run_len_std	contig_run_len_cv
sub-monkeyc	ses-day48	sep	run-01	63645	598	0.94	598	0.94	occasional packet loss due to varying wireless conditions	0.009396	312	1.917	2	0.466	0.243	2	4	201.428	181.234	0.9
sub-monkeyc	ses-day48	sep	run-02	38617	1099	2.85	1099	2.85	occasional packet loss due to varying wireless conditions	0.028459	366	3.003	2	2.619	0.872	4	26	102.229	159.509	1.56
sub-monkeyc	ses-day48	sep	run-03	56843	1311	2.31	1311	2.31	occasional packet loss due to varying wireless conditions	0.023064	647	2.026	2	0.459	0.227	2	6	85.698	78.518	0.916
sub-monkeyc	ses-day48	sep	run-04	40211	1523	3.79	1523	3.79	occasional packet loss due to varying wireless conditions	0.037875	749	2.033	2	0.394	0.194	2	4	51.584	49.082	0.951
sub-monkeyc	ses-day53	rest	run-01	183475	3659	1.99	3659	1.99	occasional packet loss due to varying wireless conditions	0.019943	1693	2.161	2	1.174	0.543	2	12	106.149	91.846	0.865
sub-monkeyc	ses-day53	pressing	run-01	648437	15503	2.39	15503	2.39	occasional packet loss due to varying wireless conditions	0.023908	6596	2.35	2	1.552	0.66	2	24	95.943	81.652	0.851
sub-monkeyc	ses-day53	pressing	run-02	529667	13193	2.49	13193	2.49	occasional packet loss due to varying wireless conditions	0.024908	4938	2.672	2	18.943	7.09	2	1328	104.571	94.428	0.903
sub-monkeyc	ses-day53	pressing	run-03	356121	2396	0.67	2396	0.67	occasional packet loss due to varying wireless conditions	0.006728	1261	1.9	2	0.57	0.3	2	6	280.289	304.382	1.086
sub-monkeyc	ses-day57	rest	run-01	184265	3500	1.9	3500	1.9	occasional packet loss due to varying wireless conditions	0.018994	1662	2.106	2	1.023	0.486	2	20	108.698	97.277	0.895
sub-monkeyc	ses-day57	pressing	run-01	443505	4792	1.08	4792	1.08	occasional packet loss due to varying wireless conditions	0.010805	2372	2.02	2	2.038	1.009	2	68	184.877	204.471	1.106
sub-monkeyc	ses-day57	pressing	run-02	698645	11687	1.67	11687	1.67	occasional packet loss due to varying wireless conditions	0.016728	5479	2.133	2	1.132	0.531	2	20	125.357	99.097	0.791
sub-monkeyc	ses-day57	pressing	run-03	233787	4964	2.12	4964	2.12	occasional packet loss due to varying wireless conditions	0.021233	1907	2.603	2	18.601	7.146	2	812	119.928	146.306	1.22
sub-monkeyc	ses-day75	rest	run-01	181991	6056	3.33	6056	3.33	occasional packet loss due to varying wireless conditions	0.033276	2901	2.088	2	0.608	0.291	2	10	60.625	75.944	1.253
sub-monkeyc	ses-day75	pressing	run-01	508793	16997	3.34	16997	3.34	occasional packet loss due to varying wireless conditions	0.033407	7652	2.221	2	1.436	0.646	2	54	64.262	83.72	1.303
sub-monkeyc	ses-day75	pressing	run-02	341841	8576	2.51	8576	2.51	occasional packet loss due to varying wireless conditions	0.025088	3824	2.243	2	2.924	1.304	2	156	87.128	124.371	1.427
sub-monkeyc	ses-day77	rest	run-01	181565	1594	0.88	1594	0.88	occasional packet loss due to varying wireless conditions	0.008779	853	1.869	2	0.398	0.213	2	4	210.739	213.749	1.014
sub-monkeyc	ses-day77	rest	run-02	184135	1157	0.63	1157	0.63	occasional packet loss due to varying wireless conditions	0.006283	619	1.869	2	0.515	0.276	2	6	295.126	325.953	1.104
sub-monkeyc	ses-day82	rest	run-01	122755	2388	1.95	2388	1.95	occasional packet loss due to varying wireless conditions	0.019453	1099	2.173	2	0.888	0.409	2	10	109.425	153.289	1.401
sub-monkeyc	ses-day82	pressing	run-01	577139	2924	0.51	2924	0.51	occasional packet loss due to varying wireless conditions	0.005066	1580	1.851	2	0.602	0.325	2	10	363.197	373.91	1.029
sub-monkeyc	ses-day85	rest	run-01	181446	1159	0.64	1159	0.64	occasional packet loss due to varying wireless conditions	0.006388	623	1.86	2	0.437	0.235	2	4	288.921	281.394	0.974
sub-monkeyc	ses-day91	rest	run-01	193647	1576	0.81	1576	0.81	occasional packet loss due to varying wireless conditions	0.008139	840	1.876	2	0.469	0.25	2	4	228.384	242.273	1.061
sub-monkeyc	ses-day91	pressing	run-01	900299	7034	0.78	7034	0.78	occasional packet loss due to varying wireless conditions	0.007813	3740	1.881	2	0.437	0.232	2	4	238.777	260.158	1.09
sub-monkeyc	ses-day91	pressing	run-02	539843	5201	0.96	5201	0.96	occasional packet loss due to varying wireless conditions	0.009634	2756	1.887	2	0.443	0.235	2	4	193.922	201.599	1.04
sub-monkeyc	ses-day95	rest	run-01	183054	2091	1.14	2091	1.14	occasional packet loss due to varying wireless conditions	0.011423	1085	1.927	2	0.373	0.194	2	4	166.633	181.607	1.09
sub-monkeyc	ses-day95	pressing	run-01	121338	1829	1.51	1829	1.51	occasional packet loss due to varying wireless conditions	0.015074	940	1.946	2	0.333	0.171	2	4	127.002	134.414	1.058
sub-monkeyc	ses-day95	pressing	run-02	887771	4949	0.56	4949	0.56	occasional packet loss due to varying wireless conditions	0.005575	2712	1.825	2	0.47	0.258	2	8	325.404	328.485	1.009
sub-monkeyc	ses-day98	rest	run-01	181955	1579	0.87	1579	0.87	occasional packet loss due to varying wireless conditions	0.008678	844	1.871	2	0.359	0.192	2	4	213.463	232.436	1.089
sub-monkeyc	ses-day102	rest	run-01	183623	2153	1.17	2153	1.17	occasional packet loss due to varying wireless conditions	0.011725	1089	1.977	2	0.682	0.345	2	10	166.486	177.592	1.067
sub-monkeyc	ses-day105	rest	run-01	180727	3135	1.73	3135	1.73	occasional packet loss due to varying wireless conditions	0.017347	1452	2.159	2	1.381	0.64	2	16	122.224	134.077	1.097
sub-monkeyc	ses-day105	rest	run-02	299261	1823	0.61	1823	0.61	occasional packet loss due to varying wireless conditions	0.006092	1018	1.791	2	0.444	0.248	2	4	291.892	289.352	0.991
sub-monkeyc	ses-day110	rest	run-01	184275	3293	1.79	3293	1.79	occasional packet loss due to varying wireless conditions	0.01787	1651	1.995	2	0.461	0.231	2	10	109.553	116.449	1.063
sub-monkeyc	ses-day113	rest	run-01	184223	2086	1.13	2086	1.13	occasional packet loss due to varying wireless conditions	0.011323	1077	1.937	2	0.415	0.214	2	6	168.958	174.069	1.03
sub-monkeyc	ses-day117	rest	run-01	183949	1450	0.79	1450	0.79	occasional packet loss due to varying wireless conditions	0.007883	770	1.883	2	0.413	0.219	2	4	236.704	238.384	1.007
sub-monkeyc	ses-day120	rest	run-01	181773	1348	0.74	1348	0.74	occasional packet loss due to varying wireless conditions	0.007416	726	1.857	2	0.362	0.195	2	4	248.177	290.253	1.17
sub-monkeyc	ses-day123	rest	run-01	182101	1309	0.72	1309	0.72	occasional packet loss due to varying wireless conditions	0.007188	712	1.838	2	0.453	0.247	2	4	253.565	284.913	1.124
sub-monkeyc	ses-day123	rest	run-02	191775	1981	1.03	1981	1.03	occasional packet loss due to varying wireless conditions	0.01033	1035	1.914	2	0.387	0.202	2	4	183.199	195.268	1.066
sub-monkeyc	ses-day130	rest	run-01	104685	1615	1.54	1615	1.54	occasional packet loss due to varying wireless conditions	0.015427	830	1.946	2	0.378	0.194	2	6	124.031	131.313	1.059
sub-monkeyc	ses-day130	rest	run-02	181933	1468	0.81	1468	0.81	occasional packet loss due to varying wireless conditions	0.008069	792	1.854	2	0.419	0.226	2	4	227.573	226.805	0.997
sub-monkeyc	ses-day138	rest	run-01	188307	903	0.48	903	0.48	occasional packet loss due to varying wireless conditions	0.004795	514	1.757	2	0.534	0.304	2	4	363.891	348.362	0.957
sub-monkeyc	ses-day141	rest	run-01	182255	2008	1.1	2008	1.1	occasional packet loss due to varying wireless conditions	0.011018	1041	1.929	2	0.36	0.187	2	4	172.982	197.573	1.142
sub-monkeyc	ses-day141	rest	run-02	340496	2600	0.76	2600	0.76	occasional packet loss due to varying wireless conditions	0.007636	1369	1.899	2	0.521	0.275	2	8	246.639	285.697	1.158
sub-monkeyc	ses-day147	rest	run-01	188489	1963	1.04	1963	1.04	occasional packet loss due to varying wireless conditions	0.010414	973	2.017	2	2.88	1.428	2	86	191.505	235.555	1.23
sub-monkeyc	ses-day152	rest	run-01	184921	1057	0.57	1057	0.57	occasional packet loss due to varying wireless conditions	0.005716	583	1.813	2	0.44	0.242	2	4	314.836	320.214	1.017
sub-monkeyc	ses-day159	rest	run-01	183243	1761	0.96	1761	0.96	occasional packet loss due to varying wireless conditions	0.00961	935	1.883	2	0.34	0.181	2	4	193.891	202.958	1.047
sub-monkeyc	ses-day159	listening	run-01	366467	2858	0.78	2858	0.78	occasional packet loss due to varying wireless conditions	0.007799	1528	1.87	2	0.437	0.234	2	10	237.808	251.361	1.057
sub-monkeyc	ses-day159	listening	run-02	363307	1888	0.52	1888	0.52	occasional packet loss due to varying wireless conditions	0.005197	1062	1.778	2	0.511	0.288	2	6	339.999	333.406	0.981
sub-monkeyc	ses-day159	listening	run-03	484841	3959	0.82	3959	0.82	occasional packet loss due to varying wireless conditions	0.008166	2105	1.881	2	0.719	0.382	2	22	228.339	235.229	1.03
sub-monkeyc	ses-day159	listening	run-04	367457	3140	0.85	3140	0.85	occasional packet loss due to varying wireless conditions	0.008545	1625	1.932	2	1.236	0.64	2	48	224.057	224.053	1
sub-monkeyc	ses-day159	listening	run-05	361581	2187	0.6	2187	0.6	occasional packet loss due to varying wireless conditions	0.006048	1020	2.144	2	4.059	1.893	2	98	352.002	389.651	1.107
sub-monkeyc	ses-day159	listening	run-06	353407	1491	0.42	1491	0.42	occasional packet loss due to varying wireless conditions	0.004219	837	1.781	2	0.68	0.382	2	16	419.947	407.956	0.971
sub-monkeyc	ses-day159	listening	run-07	368157	3360	0.91	3360	0.91	occasional packet loss due to varying wireless conditions	0.009127	1753	1.917	2	0.545	0.284	2	14	207.98	224.121	1.078
sub-monkeyc	ses-day162	rest	run-01	182957	898	0.49	898	0.49	occasional packet loss due to varying wireless conditions	0.004908	505	1.778	2	0.51	0.287	2	4	359.8	400.38	1.113
sub-monkeyc	ses-day162	listening	run-01	367663	1665	0.45	1665	0.45	occasional packet loss due to varying wireless conditions	0.004529	895	1.86	2	1.363	0.732	2	22	408.48	384.328	0.941
sub-monkeyc	ses-day162	listening	run-02	363853	1704	0.47	1704	0.47	occasional packet loss due to varying wireless conditions	0.004683	958	1.779	2	0.43	0.242	2	4	377.632	388.868	1.03
sub-monkeyc	ses-day162	listening	run-03	358315	1030	0.29	1030	0.29	occasional packet loss due to varying wireless conditions	0.002875	625	1.648	2	0.549	0.333	2	4	570.743	545.507	0.956
sub-monkeyc	ses-day162	listening	run-04	362527	1111	0.31	1111	0.31	occasional packet loss due to varying wireless conditions	0.003065	686	1.62	2	0.523	0.323	2	6	526.079	521.948	0.992
sub-monkeyc	ses-day162	listening	run-05	360114	1905	0.53	1905	0.53	occasional packet loss due to varying wireless conditions	0.00529	1049	1.816	2	0.438	0.241	2	4	341.151	348.136	1.02
sub-monkeyc	ses-day162	listening	run-06	360419	1475	0.41	1475	0.41	occasional packet loss due to varying wireless conditions	0.004092	835	1.766	2	0.836	0.473	2	22	429.359	442.215	1.03
sub-monkeyc	ses-day162	listening	run-07	364065	1449	0.4	1449	0.4	occasional packet loss due to varying wireless conditions	0.00398	827	1.752	2	0.443	0.253	2	4	437.942	421.681	0.963
sub-monkeyc	ses-day166	rest	run-01	198933	1873	0.94	1873	0.94	occasional packet loss due to varying wireless conditions	0.009415	976	1.919	2	0.57	0.297	2	12	201.699	208.314	1.033
sub-monkeyc	ses-day166	listening	run-01	364639	2854	0.78	2854	0.78	occasional packet loss due to varying wireless conditions	0.007827	1515	1.884	2	0.422	0.224	2	4	238.644	258.482	1.083
sub-monkeyc	ses-day166	listening	run-02	356315	1528	0.43	1528	0.43	occasional packet loss due to varying wireless conditions	0.004288	822	1.859	2	3.114	1.675	2	74	431.09	396.819	0.921
sub-monkeyc	ses-day166	listening	run-03	361809	1706	0.47	1706	0.47	occasional packet loss due to varying wireless conditions	0.004715	954	1.788	2	0.448	0.25	2	4	377.071	379.296	1.006
sub-monkeyc	ses-day166	listening	run-04	356909	2020	0.57	2020	0.57	occasional packet loss due to varying wireless conditions	0.00566	1103	1.831	2	0.473	0.258	2	6	321.457	325.85	1.014
sub-monkeyc	ses-day166	listening	run-05	381451	2102	0.55	2102	0.55	occasional packet loss due to varying wireless conditions	0.005511	1181	1.78	2	0.521	0.293	2	8	320.938	323.962	1.009
sub-monkeyc	ses-day166	listening	run-06	360739	1752	0.49	1752	0.49	occasional packet loss due to varying wireless conditions	0.004857	994	1.763	2	0.446	0.253	2	4	360.791	375.818	1.042
sub-monkeyc	ses-day169	rest	run-01	217125	1923	0.89	1923	0.89	occasional packet loss due to varying wireless conditions	0.008857	1016	1.893	2	0.362	0.191	2	4	211.605	217.119	1.026
sub-monkeyc	ses-day169	listening	run-01	363371	1121	0.31	1121	0.31	occasional packet loss due to varying wireless conditions	0.003085	665	1.686	2	0.496	0.294	2	4	543.919	542.313	0.997
sub-monkeyc	ses-day169	listening	run-02	362483	2134	0.59	2134	0.59	occasional packet loss due to varying wireless conditions	0.005887	1165	1.832	2	0.409	0.223	2	4	309.047	310.653	1.005
sub-monkeyc	ses-day169	listening	run-03	367490	2509	0.68	2509	0.68	occasional packet loss due to varying wireless conditions	0.006827	1262	1.988	2	1.466	0.737	2	28	288.979	369.219	1.278
sub-monkeyc	ses-day169	listening	run-04	359897	1791	0.5	1791	0.5	occasional packet loss due to varying wireless conditions	0.004976	955	1.875	2	1.69	0.901	2	40	374.588	370.266	0.988
sub-monkeyc	ses-day169	listening	run-05	349539	1248	0.36	1248	0.36	occasional packet loss due to varying wireless conditions	0.00357	728	1.714	2	0.464	0.271	2	4	477.765	476.399	0.997
sub-monkeyc	ses-day169	listening	run-06	352049	2688	0.76	2688	0.76	occasional packet loss due to varying wireless conditions	0.007635	1437	1.871	2	0.393	0.21	2	4	242.949	235.473	0.969
sub-monkeyc	ses-day169	listening	run-07	405361	4035	1	4035	1	occasional packet loss due to varying wireless conditions	0.009954	2141	1.885	2	0.407	0.216	2	4	187.36	189.365	1.011
sub-monkeyc	ses-day169	listening	run-08	350769	1962	0.56	1962	0.56	occasional packet loss due to varying wireless conditions	0.005593	1107	1.772	2	0.444	0.251	2	4	314.808	322.678	1.025
sub-monkeyc	ses-day169	listening	run-09	351229	2643	0.75	2643	0.75	occasional packet loss due to varying wireless conditions	0.007525	1355	1.951	2	0.82	0.421	2	10	257.069	310.604	1.208
sub-monkeyc	ses-day174	rest	run-01	182819	834	0.46	834	0.46	occasional packet loss due to varying wireless conditions	0.004562	471	1.771	2	0.477	0.269	2	4	385.561	372.098	0.965
sub-monkeyc	ses-day174	rest	run-02	186851	1720	0.92	1720	0.92	occasional packet loss due to varying wireless conditions	0.009205	891	1.93	2	0.707	0.366	2	16	207.546	230.462	1.11
sub-monkeyc	ses-day180	rest	run-01	183621	1194	0.65	1194	0.65	occasional packet loss due to varying wireless conditions	0.006503	647	1.845	2	0.519	0.281	2	6	281.523	299.938	1.065
sub-monkeyc	ses-day180	listening	run-01	365407	3610	0.99	3610	0.99	occasional packet loss due to varying wireless conditions	0.009879	1879	1.921	2	0.615	0.32	2	20	192.445	205.765	1.069
sub-monkeyc	ses-day180	listening	run-02	352441	2695	0.76	2695	0.76	occasional packet loss due to varying wireless conditions	0.007647	1382	1.95	2	1.585	0.813	2	56	252.889	255.181	1.009
sub-monkeyc	ses-day183	rest	run-01	216055	1814	0.84	1814	0.84	occasional packet loss due to varying wireless conditions	0.008396	931	1.948	2	0.681	0.349	2	12	229.872	249.894	1.087
sub-monkeyc	ses-day183	rest	run-02	181727	636	0.35	636	0.35	occasional packet loss due to varying wireless conditions	0.0035	367	1.733	2	0.576	0.332	2	6	492.095	437.436	0.889
sub-monkeyc	ses-day187	rest	run-01	20403	481	2.36	481	2.36	occasional packet loss due to varying wireless conditions	0.023575	243	1.979	2	0.439	0.222	2	6	81.648	74.417	0.911
sub-monkeyc	ses-day190	rest	run-01	121219	1328	1.1	1328	1.1	occasional packet loss due to varying wireless conditions	0.010955	699	1.9	2	0.398	0.21	2	4	171.273	179.946	1.051
sub-monkeyc	ses-day190	rest	run-02	184447	1394	0.76	1394	0.76	occasional packet loss due to varying wireless conditions	0.007558	744	1.874	2	0.392	0.209	2	4	245.709	238.13	0.969
sub-monkeyc	ses-day190	rest	run-03	181005	688	0.38	688	0.38	occasional packet loss due to varying wireless conditions	0.003801	392	1.755	2	0.48	0.274	2	4	458.822	505.962	1.103
sub-monkeyc	ses-day195	rest	run-01	154883	2000	1.29	2000	1.29	occasional packet loss due to varying wireless conditions	0.012913	1012	1.976	2	0.455	0.23	2	6	150.921	192.707	1.277
sub-monkeyc	ses-day197	rest	run-01	183403	1877	1.02	1877	1.02	occasional packet loss due to varying wireless conditions	0.010234	989	1.898	2	0.369	0.194	2	4	183.36	190.858	1.041
sub-monkeyc	ses-day197	pressing	run-01	674501	5779	0.86	5779	0.86	occasional packet loss due to varying wireless conditions	0.008568	3009	1.921	2	0.565	0.294	2	16	222.167	243.442	1.096
sub-monkeyc	ses-day197	pressing	run-02	790905	3255	0.41	3255	0.41	occasional packet loss due to varying wireless conditions	0.004116	1897	1.716	2	0.521	0.304	2	8	414.989	405.457	0.977
sub-monkeyc	ses-day197	pressing	run-03	1417665	16975	1.2	16975	1.2	occasional packet loss due to varying wireless conditions	0.011974	8816	1.925	2	0.688	0.358	2	48	158.862	165.141	1.04
sub-monkeyc	ses-day208	rest	run-01	189026	1596	0.84	1596	0.84	occasional packet loss due to varying wireless conditions	0.008443	839	1.902	2	0.45	0.237	2	8	223.131	242.644	1.087
sub-monkeyc	ses-day208	pressing	run-01	671934	5456	0.81	5456	0.81	occasional packet loss due to varying wireless conditions	0.00812	2899	1.882	2	0.439	0.233	2	8	229.82	242.127	1.054
sub-monkeyc	ses-day208	pressing	run-02	790825	4286	0.54	4286	0.54	occasional packet loss due to varying wireless conditions	0.00542	2351	1.823	2	0.503	0.276	2	8	334.413	326.594	0.977
sub-monkeyc	ses-day208	pressing	run-03	946739	5450	0.58	5450	0.58	occasional packet loss due to varying wireless conditions	0.005757	2978	1.83	2	0.59	0.322	2	20	315.975	338.495	1.071
sub-monkeyc	ses-day211	rest	run-01	191399	2166	1.13	2166	1.13	occasional packet loss due to varying wireless conditions	0.011317	1139	1.902	2	0.374	0.196	2	4	165.994	166.944	1.006
sub-monkeyc	ses-day211	pressing	run-01	1127621	5389	0.48	5389	0.48	occasional packet loss due to varying wireless conditions	0.004779	3021	1.784	2	0.449	0.252	2	4	371.354	351.698	0.947
sub-monkeyc	ses-day211	pressing	run-02	682719	5764	0.84	5764	0.84	occasional packet loss due to varying wireless conditions	0.008443	3045	1.893	2	0.433	0.229	2	8	222.244	236.733	1.065
sub-monkeyc	ses-day218	rest	run-01	183883	1003	0.55	1003	0.55	occasional packet loss due to varying wireless conditions	0.005455	564	1.778	2	0.44	0.248	2	4	323.681	300.423	0.928
sub-monkeyc	ses-day218	pressing	run-01	1056006	11815	1.12	11815	1.12	occasional packet loss due to varying wireless conditions	0.011188	6212	1.902	2	0.397	0.209	2	6	168.066	169.61	1.009
sub-monkeyc	ses-day218	pressing	run-02	1256431	10099	0.8	10099	0.8	occasional packet loss due to varying wireless conditions	0.008038	5297	1.907	2	1.167	0.612	2	54	235.246	254.338	1.081
sub-monkeyc	ses-day225	rest	run-01	138867	1659	1.19	1659	1.19	occasional packet loss due to varying wireless conditions	0.011947	865	1.918	2	0.418	0.218	2	6	158.439	166.476	1.051
sub-monkeyc	ses-day225	rest	run-02	204513	2526	1.24	2526	1.24	occasional packet loss due to varying wireless conditions	0.012351	1293	1.954	2	0.455	0.233	2	6	156.095	168.551	1.08
sub-monkeyc	ses-day225	pressing	run-01	970073	6476	0.67	6476	0.67	occasional packet loss due to varying wireless conditions	0.006676	3403	1.903	2	0.872	0.458	2	34	283.078	296.644	1.048
sub-monkeyc	ses-day225	pressing	run-02	1028175	7796	0.76	7796	0.76	occasional packet loss due to varying wireless conditions	0.007582	4087	1.908	2	1.603	0.84	2	86	249.603	258.083	1.034
sub-monkeyc	ses-day225	listening	run-01	359445	2512	0.7	2512	0.7	occasional packet loss due to varying wireless conditions	0.006989	1376	1.826	2	0.451	0.247	2	4	259.211	275.201	1.062
sub-monkeyc	ses-day225	listening	run-02	354599	1869	0.53	1869	0.53	occasional packet loss due to varying wireless conditions	0.005271	1053	1.775	2	0.523	0.294	2	6	334.658	313.244	0.936
sub-monkeyc	ses-day229	rest	run-01	186693	1999	1.07	1999	1.07	occasional packet loss due to varying wireless conditions	0.010707	1026	1.948	2	0.484	0.248	2	8	179.838	192.373	1.07
sub-monkeyc	ses-day229	sep	run-01	180909	1629	0.9	1629	0.9	occasional packet loss due to varying wireless conditions	0.009005	870	1.872	2	0.508	0.272	2	8	205.832	204.583	0.994
sub-monkeyc	ses-day229	sep	run-02	156882	1141	0.73	1141	0.73	occasional packet loss due to varying wireless conditions	0.007273	609	1.874	2	0.475	0.253	2	6	255.313	244.526	0.958
sub-monkeyc	ses-day229	reaching	run-01	578975	3995	0.69	3995	0.69	occasional packet loss due to varying wireless conditions	0.0069	2189	1.825	2	0.436	0.239	2	6	262.548	259.121	0.987
sub-monkeyc	ses-day229	reaching	run-02	492699	5588	1.13	5588	1.13	occasional packet loss due to varying wireless conditions	0.011342	2915	1.917	2	0.67	0.35	2	30	167.048	168.826	1.011
sub-monkeyc	ses-day237	rest	run-01	193471	1659	0.86	1659	0.86	occasional packet loss due to varying wireless conditions	0.008575	891	1.862	2	0.408	0.219	2	4	215.036	218.105	1.014
sub-monkeyc	ses-day237	pressing	run-01	730304	3483	0.48	3483	0.48	occasional packet loss due to varying wireless conditions	0.004769	2012	1.731	2	0.478	0.276	2	6	361.064	364.415	1.009
sub-monkeyc	ses-day244	rest	run-01	181381	1957	1.08	1957	1.08	occasional packet loss due to varying wireless conditions	0.010789	1017	1.924	2	0.417	0.217	2	6	176.251	181.665	1.031
sub-monkeyc	ses-day244	pressing	run-01	1550518	12535	0.81	12535	0.81	occasional packet loss due to varying wireless conditions	0.008084	6664	1.881	2	0.403	0.214	2	8	230.755	231.698	1.004
sub-monkeyc	ses-day246	rest	run-01	182301	1465	0.8	1465	0.8	occasional packet loss due to varying wireless conditions	0.008036	778	1.883	2	0.409	0.217	2	4	232.139	227.665	0.981
sub-monkeyc	ses-day246	reaching	run-01	419593	2787	0.66	2787	0.66	occasional packet loss due to varying wireless conditions	0.006642	1529	1.823	2	0.472	0.259	2	4	272.422	276.591	1.015
sub-monkeyc	ses-day246	reaching	run-02	521211	3300	0.63	3300	0.63	occasional packet loss due to varying wireless conditions	0.006331	1778	1.856	2	0.438	0.236	2	4	291.125	303.379	1.042
sub-monkeyc	ses-day246	listening	run-01	468217	2850	0.61	2850	0.61	occasional packet loss due to varying wireless conditions	0.006087	1543	1.847	2	0.561	0.304	2	14	301.403	303.475	1.007
sub-monkeyc	ses-day246	listening	run-02	467447	2413	0.52	2413	0.52	occasional packet loss due to varying wireless conditions	0.005162	1328	1.817	2	0.524	0.288	2	6	349.913	368.332	1.053
sub-monkeyc	ses-day246	listening	run-03	461397	3113	0.67	3113	0.67	occasional packet loss due to varying wireless conditions	0.006747	1712	1.818	2	0.422	0.232	2	4	267.533	264.285	0.988
sub-monkeyc	ses-day246	listening	run-04	465059	3568	0.77	3568	0.77	occasional packet loss due to varying wireless conditions	0.007672	1938	1.841	2	0.428	0.232	2	4	238.005	250.431	1.052
sub-monkeyc	ses-day246	listening	run-05	457951	3308	0.72	3308	0.72	occasional packet loss due to varying wireless conditions	0.007223	1774	1.865	2	0.42	0.225	2	6	256.137	264.397	1.032
sub-monkeyc	ses-day250	rest	run-01	187407	1234	0.66	1234	0.66	occasional packet loss due to varying wireless conditions	0.006585	673	1.834	2	0.442	0.241	2	4	276.221	271.797	0.984
sub-monkeyc	ses-day250	rest	run-02	180659	714	0.4	714	0.4	occasional packet loss due to varying wireless conditions	0.003952	411	1.737	2	0.57	0.328	2	6	436.76	442.381	1.013
sub-monkeyc	ses-day250	sep	run-01	142138	999	0.7	999	0.7	occasional packet loss due to varying wireless conditions	0.007028	534	1.871	2	0.541	0.289	2	10	263.811	274.786	1.042
sub-monkeyc	ses-day250	sep	run-02	113407	873	0.77	873	0.77	occasional packet loss due to varying wireless conditions	0.007698	463	1.886	2	0.423	0.224	2	4	242.53	254.577	1.05
sub-monkeyc	ses-day253	rest	run-01	180779	1613	0.89	1613	0.89	occasional packet loss due to varying wireless conditions	0.008922	850	1.898	2	0.4	0.211	2	4	210.536	218.321	1.037
sub-monkeyc	ses-day253	pressing	run-01	1498839	11833	0.79	11833	0.79	occasional packet loss due to varying wireless conditions	0.007895	6312	1.875	2	0.394	0.21	2	6	235.547	238.303	1.012
sub-monkeyc	ses-day257	rest	run-01	181013	1134	0.63	1134	0.63	occasional packet loss due to varying wireless conditions	0.006265	609	1.862	2	0.504	0.27	2	6	294.884	310.677	1.054
sub-monkeyc	ses-day257	sep	run-01	125438	1211	0.97	1211	0.97	occasional packet loss due to varying wireless conditions	0.009654	625	1.938	2	0.54	0.279	2	8	198.446	185.222	0.933
sub-monkeyc	ses-day257	sep	run-02	103796	603	0.58	603	0.58	occasional packet loss due to varying wireless conditions	0.005809	312	1.933	2	0.692	0.358	2	6	329.69	395.288	1.199
sub-monkeyc	ses-day260	rest	run-01	181597	1008	0.56	1008	0.56	occasional packet loss due to varying wireless conditions	0.005551	549	1.836	2	0.525	0.286	2	6	328.344	306.888	0.935
