subject	session	task	run	n_samples	missing_samples	missing_pct	interpolated_samples	interpolated_pct	missing_reason	loss_rate	loss_event_count	loss_gap_len_mean	loss_gap_len_median	loss_gap_len_std	loss_gap_len_cv	loss_gap_len_p90	loss_gap_len_max	contig_run_len_mean	contig_run_len_std	contig_run_len_cv
sub-monkeyc	ses-day260	reaching	run-01	411951	3300	0.8	3300	0.8	occasional packet loss due to varying wireless conditions	0.008011	1740	1.897	2	0.466	0.246	2	4	234.722	252.984	1.078
sub-monkeyc	ses-day260	reaching	run-02	372098	1738	0.47	1738	0.47	occasional packet loss due to varying wireless conditions	0.004671	976	1.781	2	0.487	0.273	2	6	379.079	351.813	0.928
sub-monkeyc	ses-day260	reaching	run-03	411749	7332	1.78	7332	1.78	occasional packet loss due to varying wireless conditions	0.017807	3746	1.957	2	0.393	0.201	2	8	107.931	113.284	1.05
sub-monkeyc	ses-day265	rest	run-01	369707	3311	0.9	3311	0.9	occasional packet loss due to varying wireless conditions	0.008956	1746	1.896	2	0.39	0.206	2	4	209.729	213.39	1.017
sub-monkeyc	ses-day265	listening	run-01	496179	5068	1.02	5068	1.02	occasional packet loss due to varying wireless conditions	0.010214	2627	1.929	2	0.421	0.218	2	6	186.876	201.114	1.076
sub-monkeyc	ses-day265	listening	run-02	517309	4322	0.84	4322	0.84	occasional packet loss due to varying wireless conditions	0.008355	2263	1.91	2	0.483	0.253	2	6	226.584	249.832	1.103
sub-monkeyc	ses-day265	listening	run-03	487087	5096	1.05	5096	1.05	occasional packet loss due to varying wireless conditions	0.010462	2588	1.969	2	1.219	0.619	2	58	186.169	196.696	1.057
sub-monkeyc	ses-day265	listening	run-04	558733	4668	0.84	4668	0.84	occasional packet loss due to varying wireless conditions	0.008355	2454	1.902	2	0.457	0.24	2	6	225.688	226.159	1.002
sub-monkeyc	ses-day265	listening	run-05	642745	6657	1.04	6657	1.04	occasional packet loss due to varying wireless conditions	0.010357	3384	1.967	2	0.674	0.343	2	14	187.914	262.918	1.399
sub-monkeyc	ses-day265	listening	run-06	691393	4194	0.61	4194	0.61	occasional packet loss due to varying wireless conditions	0.006066	2235	1.877	2	0.558	0.297	2	8	307.334	312.288	1.016
sub-monkeyc	ses-day267	rest	run-01	181884	1478	0.81	1478	0.81	occasional packet loss due to varying wireless conditions	0.008126	777	1.902	2	0.457	0.24	2	6	231.884	231.976	1
sub-monkeyc	ses-day267	pressing	run-01	1643400	9797	0.6	9797	0.6	occasional packet loss due to varying wireless conditions	0.005961	5397	1.815	2	0.513	0.282	2	6	302.631	304.122	1.005
sub-monkeyc	ses-day274	rest	run-01	183323	2000	1.09	2000	1.09	occasional packet loss due to varying wireless conditions	0.01091	1042	1.919	2	0.391	0.204	2	6	173.848	174.985	1.007
sub-monkeyc	ses-day274	pressing	run-01	998625	8654	0.87	8654	0.87	occasional packet loss due to varying wireless conditions	0.008666	4577	1.891	2	0.395	0.209	2	6	216.245	215.193	0.995
sub-monkeyc	ses-day274	pressing	run-02	286699	2119	0.74	2119	0.74	occasional packet loss due to varying wireless conditions	0.007391	1122	1.889	2	1.069	0.566	2	32	253.411	265.828	1.049
sub-monkeyc	ses-day277	rest	run-01	208037	1799	0.86	1799	0.86	occasional packet loss due to varying wireless conditions	0.008648	949	1.896	2	0.417	0.22	2	4	217.093	238.485	1.099
sub-monkeyc	ses-day277	pressing	run-01	1526769	19349	1.27	19349	1.27	occasional packet loss due to varying wireless conditions	0.012673	9591	2.017	2	2.668	1.323	2	236	157.154	182.117	1.159
sub-monkeyc	ses-day279	rest	run-01	232277	1491	0.64	1491	0.64	occasional packet loss due to varying wireless conditions	0.006419	808	1.845	2	0.439	0.238	2	4	285.273	278.078	0.975
sub-monkeyc	ses-day279	reaching	run-01	506641	3766	0.74	3766	0.74	occasional packet loss due to varying wireless conditions	0.007433	2019	1.865	2	0.414	0.222	2	6	248.948	260.279	1.046
sub-monkeyc	ses-day279	reaching	run-02	658629	3555	0.54	3555	0.54	occasional packet loss due to varying wireless conditions	0.005398	1958	1.816	2	0.473	0.261	2	4	334.392	321.096	0.96
sub-monkeyc	ses-day279	listening	run-01	735727	3743	0.51	3743	0.51	occasional packet loss due to varying wireless conditions	0.005087	2065	1.813	2	0.489	0.27	2	6	354.3	347.882	0.982
sub-monkeyc	ses-day279	listening	run-02	488341	6670	1.37	6670	1.37	occasional packet loss due to varying wireless conditions	0.013658	3467	1.924	2	0.379	0.197	2	4	138.89	174.6	1.257
sub-monkeyc	ses-day279	listening	run-03	678963	3257	0.48	3257	0.48	occasional packet loss due to varying wireless conditions	0.004797	1811	1.798	2	0.45	0.25	2	4	372.906	389.069	1.043
sub-monkeyc	ses-day279	listening	run-04	477693	2275	0.48	2275	0.48	occasional packet loss due to varying wireless conditions	0.004762	1276	1.783	2	0.445	0.25	2	4	372.293	384.982	1.034
sub-monkeyc	ses-day279	listening	run-05	474077	2468	0.52	2468	0.52	occasional packet loss due to varying wireless conditions	0.005206	1344	1.836	2	0.548	0.299	2	8	350.639	374.712	1.069
sub-monkeyc	ses-day279	listening	run-06	549135	3406	0.62	3406	0.62	occasional packet loss due to varying wireless conditions	0.006202	1814	1.878	2	1.517	0.808	2	54	300.677	336.871	1.12
sub-monkeyc	ses-day281	rest	run-01	199857	1636	0.82	1636	0.82	occasional packet loss due to varying wireless conditions	0.008186	872	1.876	2	0.404	0.216	2	4	227.057	229.621	1.011
sub-monkeyc	ses-day281	pressing	run-01	366039	2472	0.68	2472	0.68	occasional packet loss due to varying wireless conditions	0.006753	1282	1.928	2	1.032	0.535	2	22	283.373	335.195	1.183
sub-monkeyc	ses-day281	pressing	run-02	744507	5344	0.72	5344	0.72	occasional packet loss due to varying wireless conditions	0.007178	2767	1.931	2	0.699	0.362	2	14	267.039	279.256	1.046
sub-monkeyc	ses-day284	rest	run-01	163211	2050	1.26	2050	1.26	occasional packet loss due to varying wireless conditions	0.01256	1052	1.949	2	0.403	0.207	2	6	153.049	166.872	1.09
sub-monkeyc	ses-day284	reaching	run-01	957867	4757	0.5	4757	0.5	occasional packet loss due to varying wireless conditions	0.004966	2665	1.785	2	0.448	0.251	2	4	357.506	364.686	1.02
sub-monkeyc	ses-day284	reaching	run-02	500467	2460	0.49	2460	0.49	occasional packet loss due to varying wireless conditions	0.004915	1374	1.79	2	0.476	0.266	2	4	362.187	341.874	0.944
sub-monkeyc	ses-day284	reaching	run-03	491227	4514	0.92	4514	0.92	occasional packet loss due to varying wireless conditions	0.009189	2386	1.892	2	0.385	0.204	2	6	203.902	202.324	0.992
sub-monkeyc	ses-day284	listening	run-01	611362	4915	0.8	4915	0.8	occasional packet loss due to varying wireless conditions	0.008039	2606	1.886	2	0.42	0.223	2	6	232.623	237.424	1.021
sub-monkeyc	ses-day284	listening	run-02	286345	3974	1.39	3974	1.39	occasional packet loss due to varying wireless conditions	0.013878	1250	3.179	2	44.343	13.948	2	1570	225.716	240.41	1.065
sub-monkeyc	ses-day284	listening	run-03	542437	3534	0.65	3534	0.65	occasional packet loss due to varying wireless conditions	0.006515	1922	1.839	2	0.52	0.283	2	6	280.241	285.64	1.019
sub-monkeyc	ses-day284	listening	run-04	525217	3805	0.72	3805	0.72	occasional packet loss due to varying wireless conditions	0.007245	2069	1.839	2	0.43	0.234	2	6	251.89	253.213	1.005
sub-monkeyc	ses-day284	listening	run-05	493779	2818	0.57	2818	0.57	occasional packet loss due to varying wireless conditions	0.005707	1541	1.829	2	0.437	0.239	2	5	318.392	321.639	1.01
sub-monkeyc	ses-day284	listening	run-06	510015	4459	0.87	4459	0.87	occasional packet loss due to varying wireless conditions	0.008743	2302	1.937	2	0.646	0.333	2	12	219.521	251.069	1.144
sub-monkeyc	ses-day286	rest	run-01	300865	1669	0.55	1669	0.55	occasional packet loss due to varying wireless conditions	0.005547	914	1.826	2	0.557	0.305	2	8	326.99	335.136	1.025
sub-monkeyc	ses-day286	pressing	run-01	2480981	12976	0.52	12976	0.52	occasional packet loss due to varying wireless conditions	0.00523	7299	1.778	2	0.521	0.293	2	6	338.083	335.561	0.993
sub-monkeyc	ses-day288	rest	run-01	184563	1206	0.65	1206	0.65	occasional packet loss due to varying wireless conditions	0.006534	656	1.838	2	0.396	0.215	2	4	279.082	281.622	1.009
sub-monkeyc	ses-day293	rest	run-01	257663	2413	0.94	2413	0.94	occasional packet loss due to varying wireless conditions	0.009365	1253	1.926	2	0.44	0.228	2	6	203.549	218.55	1.074
sub-monkeyc	ses-day293	reaching	run-01	711573	6503	0.91	6503	0.91	occasional packet loss due to varying wireless conditions	0.009139	3377	1.926	2	0.568	0.295	2	14	208.724	221.051	1.059
sub-monkeyc	ses-day293	reaching	run-02	623323	3930	0.63	3930	0.63	occasional packet loss due to varying wireless conditions	0.006305	2126	1.849	2	0.457	0.247	2	6	291.205	275.027	0.944
sub-monkeyc	ses-day293	reaching	run-03	556119	4421	0.79	4421	0.79	occasional packet loss due to varying wireless conditions	0.00795	2358	1.875	2	0.421	0.225	2	4	233.869	238.113	1.018
sub-monkeyc	ses-day293	listening	run-01	468221	3289	0.7	3289	0.7	occasional packet loss due to varying wireless conditions	0.007024	1761	1.868	2	0.494	0.265	2	10	263.866	275.358	1.044
sub-monkeyc	ses-day293	listening	run-02	261375	3801	1.45	3801	1.45	occasional packet loss due to varying wireless conditions	0.014542	961	3.955	2	53.702	13.577	2	1658	267.748	274.117	1.024
sub-monkeyc	ses-day293	listening	run-03	481145	3288	0.68	3288	0.68	occasional packet loss due to varying wireless conditions	0.006834	1607	2.046	2	2.868	1.402	2	78	297.175	314.02	1.057
sub-monkeyc	ses-day293	listening	run-04	486095	2571	0.53	2571	0.53	occasional packet loss due to varying wireless conditions	0.005289	1417	1.814	2	0.454	0.25	2	4	340.99	322.187	0.945
sub-monkeyc	ses-day293	listening	run-05	496417	2512	0.51	2512	0.51	occasional packet loss due to varying wireless conditions	0.00506	1393	1.803	2	0.458	0.254	2	4	354.308	342.418	0.966
sub-monkeyc	ses-day293	listening	run-06	534791	3330	0.62	3330	0.62	occasional packet loss due to varying wireless conditions	0.006227	1768	1.883	2	1.953	1.037	2	66	300.43	296.59	0.987
sub-monkeyc	ses-day295	rest	run-01	198603	1048	0.53	1048	0.53	occasional packet loss due to varying wireless conditions	0.005277	576	1.819	2	0.451	0.248	2	4	342.383	332.548	0.971
sub-monkeyc	ses-day295	pressing	run-01	332684	8281	2.49	8281	2.49	occasional packet loss due to varying wireless conditions	0.024891	4056	2.042	2	0.897	0.439	2	32	79.961	82.689	1.034
sub-monkeyc	ses-day295	pressing	run-02	1075667	6643	0.62	6643	0.62	occasional packet loss due to varying wireless conditions	0.006176	3695	1.798	2	0.446	0.248	2	4	289.238	296.188	1.024
sub-monkeyc	ses-day298	rest	run-01	249619	2024	0.81	2024	0.81	occasional packet loss due to varying wireless conditions	0.008108	1084	1.867	2	0.481	0.258	2	6	228.198	230.818	1.011
sub-monkeyc	ses-day298	pressing	run-01	1370937	8081	0.59	8081	0.59	occasional packet loss due to varying wireless conditions	0.005895	4418	1.829	2	0.451	0.247	2	4	308.408	309.194	1.003
sub-monkeyc	ses-day300	rest	run-01	180515	1358	0.75	1358	0.75	occasional packet loss due to varying wireless conditions	0.007523	726	1.871	2	0.555	0.297	2	8	246.433	240.405	0.976
sub-monkeyc	ses-day300	sep	run-01	72965	895	1.23	895	1.23	occasional packet loss due to varying wireless conditions	0.012266	461	1.941	2	0.517	0.267	2	6	155.996	141.636	0.908
sub-monkeyc	ses-day300	sep	run-02	72665	795	1.09	795	1.09	occasional packet loss due to varying wireless conditions	0.010941	401	1.983	2	1.367	0.689	2	28	178.781	224.252	1.254
sub-monkeyc	ses-day301	rest	run-01	228591	1917	0.84	1917	0.84	occasional packet loss due to varying wireless conditions	0.008386	1024	1.872	2	0.405	0.217	2	4	221.145	230.025	1.04
sub-monkeyc	ses-day301	pressing	run-01	2212199	17793	0.8	17793	0.8	occasional packet loss due to varying wireless conditions	0.008043	9525	1.868	2	0.652	0.349	2	32	230.36	241.434	1.048
sub-monkeyc	ses-day301	listening	run-01	464719	4892	1.05	4892	1.05	occasional packet loss due to varying wireless conditions	0.010527	2557	1.913	2	0.56	0.292	2	20	179.76	204.576	1.138
sub-monkeyc	ses-day301	listening	run-02	632971	2142	0.34	2142	0.34	occasional packet loss due to varying wireless conditions	0.003384	1257	1.704	2	0.484	0.284	2	4	501.454	511.148	1.019
sub-monkeyc	ses-day301	listening	run-03	490831	3056	0.62	3056	0.62	occasional packet loss due to varying wireless conditions	0.006226	1661	1.84	2	0.412	0.224	2	6	293.487	291.622	0.994
sub-monkeyc	ses-day301	listening	run-04	596079	3931	0.66	3931	0.66	occasional packet loss due to varying wireless conditions	0.006595	2133	1.843	2	0.427	0.232	2	6	277.483	282.884	1.019
sub-monkeyc	ses-day305	rest	run-01	252043	1774	0.7	1774	0.7	occasional packet loss due to varying wireless conditions	0.007038	907	1.956	2	1.755	0.897	2	36	275.627	272.515	0.989
sub-monkeyc	ses-day305	pressing	run-01	274287	3163	1.15	3163	1.15	occasional packet loss due to varying wireless conditions	0.011532	893	3.542	2	51.047	14.412	2	1528	303.271	319.846	1.055
sub-monkeyc	ses-day305	pressing	run-02	1744589	9583	0.55	9583	0.55	occasional packet loss due to varying wireless conditions	0.005493	5398	1.775	2	0.467	0.263	2	4	321.357	312.303	0.972
sub-monkeyc	ses-day307	rest	run-01	217899	1446	0.66	1446	0.66	occasional packet loss due to varying wireless conditions	0.006636	781	1.851	2	0.387	0.209	2	4	276.794	275.935	0.997
sub-monkeyc	ses-day307	reaching	run-01	665482	4943	0.74	4943	0.74	occasional packet loss due to varying wireless conditions	0.007428	2641	1.872	2	0.433	0.231	2	6	250.015	251.55	1.006
sub-monkeyc	ses-day307	reaching	run-02	739438	3768	0.51	3768	0.51	occasional packet loss due to varying wireless conditions	0.005096	2092	1.801	2	0.443	0.246	2	4	351.491	346.909	0.987
sub-monkeyc	ses-day307	listening	run-01	474703	4096	0.86	4096	0.86	occasional packet loss due to varying wireless conditions	0.008629	2173	1.885	2	0.392	0.208	2	4	216.471	217.242	1.004
sub-monkeyc	ses-day307	listening	run-02	475313	2410	0.51	2410	0.51	occasional packet loss due to varying wireless conditions	0.00507	1346	1.79	2	0.449	0.251	2	4	351.079	342.204	0.975
sub-monkeyc	ses-day307	listening	run-03	468427	3459	0.74	3459	0.74	occasional packet loss due to varying wireless conditions	0.007384	1859	1.861	2	0.413	0.222	2	4	249.983	242.673	0.971
sub-monkeyc	ses-day307	listening	run-04	491809	3548	0.72	3548	0.72	occasional packet loss due to varying wireless conditions	0.007214	1910	1.858	2	0.414	0.223	2	6	255.5	242.265	0.948
sub-monkeyc	ses-day308	rest	run-01	202269	871	0.43	871	0.43	occasional packet loss due to varying wireless conditions	0.004306	494	1.763	2	0.491	0.279	2	4	406.865	364.77	0.897
sub-monkeyc	ses-day308	pressing	run-01	1735059	19194	1.11	19194	1.11	occasional packet loss due to varying wireless conditions	0.011062	9776	1.963	2	1.136	0.579	2	74	175.5	199.195	1.135
sub-monkeyc	ses-day312	rest	run-01	255381	1691	0.66	1691	0.66	occasional packet loss due to varying wireless conditions	0.006621	932	1.814	2	0.413	0.228	2	4	271.908	323.238	1.189
sub-monkeyc	ses-day312	pressing	run-01	1162557	12315	1.06	12315	1.06	occasional packet loss due to varying wireless conditions	0.010593	5415	2.274	2	24.992	10.989	2	1840	212.379	226.8	1.068
sub-monkeyc	ses-day312	pressing	run-02	794603	4798	0.6	4798	0.6	occasional packet loss due to varying wireless conditions	0.006038	2623	1.829	2	0.427	0.233	2	4	300.993	295.782	0.983
sub-monkeyc	ses-day315	rest	run-01	265599	1908	0.72	1908	0.72	occasional packet loss due to varying wireless conditions	0.007184	1022	1.867	2	0.422	0.226	2	4	257.762	272.968	1.059
sub-monkeyc	ses-day315	pressing	run-01	702937	8445	1.2	8445	1.2	occasional packet loss due to varying wireless conditions	0.012014	4333	1.949	2	0.606	0.311	2	28	160.243	171.354	1.069
sub-monkeyc	ses-day315	pressing	run-02	585073	6716	1.15	6716	1.15	occasional packet loss due to varying wireless conditions	0.011479	2761	2.432	2	24.453	10.053	2	1284	209.398	214.38	1.024
sub-monkeyc	ses-day315	listening	run-01	491053	3450	0.7	3450	0.7	occasional packet loss due to varying wireless conditions	0.007026	1869	1.846	2	0.415	0.225	2	4	260.75	263.382	1.01
sub-monkeyc	ses-day315	listening	run-02	468385	2837	0.61	2837	0.61	occasional packet loss due to varying wireless conditions	0.006057	1501	1.89	2	1.578	0.835	2	60	309.952	306.832	0.99
sub-monkeyc	ses-day315	listening	run-03	476445	3621	0.76	3621	0.76	occasional packet loss due to varying wireless conditions	0.0076	1935	1.871	2	0.421	0.225	2	6	244.227	247.198	1.012
sub-monkeyc	ses-day315	listening	run-04	503171	3412	0.68	3412	0.68	occasional packet loss due to varying wireless conditions	0.006781	1848	1.846	2	0.418	0.226	2	6	270.286	274.737	1.016
sub-monkeyc	ses-day319	rest	run-01	256434	1511	0.59	1511	0.59	occasional packet loss due to varying wireless conditions	0.005892	821	1.84	2	0.515	0.28	2	6	310.125	306.568	0.989
sub-monkeyc	ses-day319	pressing	run-01	1565669	10032	0.64	10032	0.64	occasional packet loss due to varying wireless conditions	0.006407	5538	1.811	2	0.472	0.26	2	4	280.852	274.17	0.976
sub-monkeyc	ses-day321	rest	run-01	212359	1910	0.9	1910	0.9	occasional packet loss due to varying wireless conditions	0.008994	1019	1.874	2	0.46	0.246	2	6	206.323	232.163	1.125
sub-monkeyc	ses-day321	reaching	run-01	206329	3141	1.52	3141	1.52	occasional packet loss due to varying wireless conditions	0.015223	706	4.449	2	66.367	14.917	2	1766	287.395	312.446	1.087
sub-monkeyc	ses-day321	reaching	run-02	497369	3638	0.73	3638	0.73	occasional packet loss due to varying wireless conditions	0.007314	1958	1.858	2	0.429	0.231	2	4	252.032	253.066	1.004
sub-monkeyc	ses-day321	reaching	run-03	923802	5782	0.63	5782	0.63	occasional packet loss due to varying wireless conditions	0.006259	3130	1.847	2	0.44	0.238	2	4	293.203	290.228	0.99
sub-monkeyc	ses-day321	listening	run-01	455659	3675	0.81	3675	0.81	occasional packet loss due to varying wireless conditions	0.008065	1959	1.876	2	0.361	0.192	2	4	230.604	244.779	1.061
sub-monkeyc	ses-day321	listening	run-02	487577	4429	0.91	4429	0.91	occasional packet loss due to varying wireless conditions	0.009084	2335	1.897	2	0.384	0.202	2	4	206.827	215.327	1.041
sub-monkeyc	ses-day321	listening	run-03	461473	2460	0.53	2460	0.53	occasional packet loss due to varying wireless conditions	0.005331	1355	1.815	2	0.637	0.351	2	10	338.505	355.579	1.05
sub-monkeyc	ses-day321	listening	run-04	464127	2438	0.53	2438	0.53	occasional packet loss due to varying wireless conditions	0.005253	1349	1.807	2	0.439	0.243	2	4	341.992	351.534	1.028
sub-monkeyc	ses-day322	rest	run-01	250259	1699	0.68	1699	0.68	occasional packet loss due to varying wireless conditions	0.006789	899	1.89	2	0.532	0.281	2	6	276.178	283.507	1.027
sub-monkeyc	ses-day322	pressing	run-01	320281	3430	1.07	3430	1.07	occasional packet loss due to varying wireless conditions	0.010709	1205	2.846	2	33.644	11.82	2	1170	262.729	268.757	1.023
sub-monkeyc	ses-day322	pressing	run-02	870187	7999	0.92	7999	0.92	occasional packet loss due to varying wireless conditions	0.009192	4231	1.891	2	0.402	0.212	2	6	203.731	215.946	1.06
sub-monkeyc	ses-day326	rest	run-01	205513	1603	0.78	1603	0.78	occasional packet loss due to varying wireless conditions	0.0078	865	1.853	2	0.411	0.222	2	4	235.462	244.304	1.038
sub-monkeyc	ses-day326	pressing	run-01	1271883	10898	0.86	10898	0.86	occasional packet loss due to varying wireless conditions	0.008568	5775	1.887	2	0.396	0.21	2	8	218.315	227.379	1.042
sub-monkeyc	ses-day328	rest	run-01	212387	920	0.43	920	0.43	occasional packet loss due to varying wireless conditions	0.004332	516	1.783	2	0.478	0.268	2	4	409.027	388.656	0.95
sub-monkeyc	ses-day328	pressing	run-01	1252813	10106	0.81	10106	0.81	occasional packet loss due to varying wireless conditions	0.008067	5383	1.877	2	0.41	0.218	2	6	230.815	235.448	1.02
sub-monkeyc	ses-day328	listening	run-01	614521	6761	1.1	6761	1.1	occasional packet loss due to varying wireless conditions	0.011002	3542	1.909	2	0.436	0.228	2	6	171.538	182.034	1.061
sub-monkeyc	ses-day328	listening	run-02	463121	3458	0.75	3458	0.75	occasional packet loss due to varying wireless conditions	0.007467	1861	1.858	2	0.546	0.294	2	10	246.865	251.403	1.018
sub-monkeyc	ses-day328	listening	run-03	462047	2920	0.63	2920	0.63	occasional packet loss due to varying wireless conditions	0.00632	1610	1.814	2	0.447	0.247	2	4	284.995	289.986	1.018
sub-monkeyc	ses-day328	listening	run-04	473821	4030	0.85	4030	0.85	occasional packet loss due to varying wireless conditions	0.008505	2139	1.884	2	0.386	0.205	2	4	219.529	223.191	1.017
sub-monkeyc	ses-day333	rest	run-01	186191	2497	1.34	2497	1.34	occasional packet loss due to varying wireless conditions	0.013411	955	2.615	2	2.371	0.907	4	30	192.149	273.61	1.424
sub-monkeyc	ses-day334	rest	run-01	198525	1302	0.66	1302	0.66	occasional packet loss due to varying wireless conditions	0.006558	703	1.852	2	0.434	0.235	2	4	280.146	291.407	1.04
sub-monkeyc	ses-day334	reaching	run-01	394243	1854	0.47	1854	0.47	occasional packet loss due to varying wireless conditions	0.004703	1049	1.767	2	0.57	0.323	2	8	373.704	357.14	0.956
sub-monkeyc	ses-day334	reaching	run-02	602173	4826	0.8	4826	0.8	occasional packet loss due to varying wireless conditions	0.008014	2581	1.87	2	0.39	0.208	2	4	231.351	233.133	1.008
sub-monkeyc	ses-day334	listening	run-01	509315	2115	0.42	2115	0.42	occasional packet loss due to varying wireless conditions	0.004153	1203	1.758	2	0.493	0.281	2	4	421.262	420.821	0.999
sub-monkeyc	ses-day334	listening	run-02	491418	2380	0.48	2380	0.48	occasional packet loss due to varying wireless conditions	0.004843	1329	1.791	2	0.452	0.253	2	4	367.698	365.456	0.994
sub-monkeyc	ses-day334	listening	run-03	507247	2492	0.49	2492	0.49	occasional packet loss due to varying wireless conditions	0.004913	1394	1.788	2	0.429	0.24	2	4	361.832	353.832	0.978
sub-monkeyc	ses-day334	listening	run-04	467571	4977	1.06	4977	1.06	occasional packet loss due to varying wireless conditions	0.010644	2597	1.916	2	0.385	0.201	2	4	178.058	180.513	1.014
sub-monkeyc	ses-day334	pressing	run-01	568045	4522	0.8	4522	0.8	occasional packet loss due to varying wireless conditions	0.007961	2346	1.928	2	0.733	0.38	2	14	240.104	295.573	1.231
sub-monkeyc	ses-day334	pressing	run-02	1307269	8657	0.66	8657	0.66	occasional packet loss due to varying wireless conditions	0.006622	4397	1.969	2	1.161	0.59	2	18	295.273	354.194	1.2
sub-monkeyc	ses-day335	rest	run-01	181945	1215	0.67	1215	0.67	occasional packet loss due to varying wireless conditions	0.006678	667	1.822	2	0.451	0.248	2	4	270.554	279.525	1.033
sub-monkeyc	ses-day335	sep	run-01	69073	502	0.73	502	0.73	occasional packet loss due to varying wireless conditions	0.007268	271	1.852	2	0.385	0.208	2	4	252.099	255.162	1.012
sub-monkeyc	ses-day335	sep	run-02	95311	690	0.72	690	0.72	occasional packet loss due to varying wireless conditions	0.007239	374	1.845	2	0.404	0.219	2	4	252.323	251.616	0.997
sub-monkeyc	ses-day341	rest	run-01	256973	2308	0.9	2308	0.9	occasional packet loss due to varying wireless conditions	0.008981	1227	1.881	2	0.418	0.222	2	4	207.382	213.738	1.031
sub-monkeyc	ses-day341	pressing	run-01	1220357	20782	1.7	20782	1.7	occasional packet loss due to varying wireless conditions	0.017029	10372	2.004	2	0.642	0.32	2	28	115.644	164.075	1.419
sub-monkeyc	ses-day341	pressing	run-02	1345393	10904	0.81	10904	0.81	occasional packet loss due to varying wireless conditions	0.008105	5771	1.889	2	0.706	0.374	2	44	231.2	241.78	1.046
sub-monkeyc	ses-day342	rest	run-01	245183	2159	0.88	2159	0.88	occasional packet loss due to varying wireless conditions	0.008806	1160	1.861	2	0.434	0.233	2	4	209.323	218.743	1.045
sub-monkeyc	ses-day342	reaching	run-01	446995	3607	0.81	3607	0.81	occasional packet loss due to varying wireless conditions	0.008069	1910	1.888	2	0.44	0.233	2	6	232.019	242.386	1.045
sub-monkeyc	ses-day342	reaching	run-02	666843	4535	0.68	4535	0.68	occasional packet loss due to varying wireless conditions	0.006801	2401	1.889	2	0.824	0.436	2	30	275.732	286.174	1.038
sub-monkeyc	ses-day342	listening	run-01	498835	3354	0.67	3354	0.67	occasional packet loss due to varying wireless conditions	0.006724	1807	1.856	2	0.433	0.233	2	4	274.049	280.94	1.025
sub-monkeyc	ses-day342	listening	run-02	482607	2200	0.46	2200	0.46	occasional packet loss due to varying wireless conditions	0.004559	1199	1.835	2	0.786	0.429	2	14	400.339	427.502	1.068
sub-monkeyc	ses-day342	listening	run-03	464933	2562	0.55	2562	0.55	occasional packet loss due to varying wireless conditions	0.00551	1398	1.833	2	0.764	0.417	2	24	330.501	314.459	0.951
sub-monkeyc	ses-day342	listening	run-04	510735	3389	0.66	3389	0.66	occasional packet loss due to varying wireless conditions	0.006636	1821	1.861	2	0.437	0.235	2	6	278.456	288.732	1.037
sub-monkeyc	ses-day343	rest	run-01	247225	1687	0.68	1687	0.68	occasional packet loss due to varying wireless conditions	0.006824	922	1.83	2	0.432	0.236	2	4	266.022	244.804	0.92
sub-monkeyc	ses-day343	pressing	run-01	1355307	8530	0.63	8530	0.63	occasional packet loss due to varying wireless conditions	0.006294	4720	1.807	2	0.454	0.251	2	4	285.274	275.382	0.965
sub-monkeyc	ses-day348	rest	run-01	213824	1206	0.56	1206	0.56	occasional packet loss due to varying wireless conditions	0.00564	653	1.847	2	0.49	0.265	2	4	325.104	309.714	0.953
sub-monkeyc	ses-day348	pressing	run-01	504039	2787	0.55	2787	0.55	occasional packet loss due to varying wireless conditions	0.005529	1534	1.817	2	0.493	0.272	2	6	326.549	335.071	1.026
